skpID,lng,lat,place_id,formatted_address,administrative_area_level_3
271.json,-6.9055345,107.6824231,ChIJibp7l0LdaC4ROaqRDn9RzHw,"Jl. A.H. Nasution No.47, Sindang Jaya, Mandalajati, Kota Bandung, Jawa Barat 40294, Indonesia",Mandalajati
272.json,-6.9137777,107.7193121,ElZKbC4gQ2lsZW5na3JhbmcgSSBOby4xMzAsIENpc3VydXBhbiwgQ2liaXJ1LCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDA2MTQsIEluZG9uZXNpYQ,"Jl. Cilengkrang I No.130, Cisurupan, Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",Cibiru
273.json,-6.9349016,107.7204311,ChIJRWA6IybDaC4RHXbNpGrxag4,"Jl. A.H. Nasution No.14, Cipadung Kidul, Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",Panyileukan
278.json,-6.9475101,107.6722546,ChIJ07GPc5_CaC4ReE8-HV8wDeA,"Jl. Santosa Asih IV No.17, Cipamokolan, Rancasari, Kota Bandung, Jawa Barat 40292, Indonesia",Rancasari
283.json,-6.960762799999999,107.6660401,ChIJ3-frnynoaC4R-gCfxBWKuoI,"Jl. Raya Ciwastra Jl. Rancasawo No.291, Margasari, Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",Buahbatu
288.json,-6.9571407,107.6317283,ChIJSTUBlVroaC4RT5aotAPTjyI,"Jl. Batununggal Molek No.3, Batununggal, Bandung Kidul, Kota Bandung, Jawa Barat 40266, Indonesia",Bandung Kidul
293.json,-6.9556109,107.6861131,ChIJmXpj-pHCaC4RXrp3YiezimQ,"Jalan Gede Bage No.292, Rancabolang, Gedebage, Kota Bandung, Jawa Barat 40295, Indonesia",Gedebage
298.json,-6.9355005,107.7010775,ChIJUWB_hMXCaC4RB4Nq1ZJ3odk,"JL. Soekarno Hatta KM. 12,5, No. 791, Bandung, 40294, Mekar Mulya, Panyileukan, Bandung City, West Java, Indonesia",Panyileukan
303.json,-6.914131299999999,107.6984781,ChIJn1Oe-DndaC4RH1z97Yw6uVo,"Jl. A.H. Nasution No.82, Pakemitan, Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",Cinambo
308.json,-6.897547599999999,107.6718469,ChIJneeBKGPdaC4Rddo7MBPvUe4,"Mandalajati, Bandung City, West Java, Indonesia",Mandalajati
313.json,-6.9079425,107.6132741,ElFKbC4gU2VyYW0gTm8uMiwgQ2l0YXJ1bSwgQmFuZHVuZyBXZXRhbiwgS290YSBCYW5kdW5nLCBKYXdhIEJhcmF0IDQwMTE1LCBJbmRvbmVzaWE,"Jl. Seram No.2, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",Bandung Wetan
314.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
315.json,-6.9121177,107.5892421,ChIJcTu0tRPmaC4RRtBJ6JM4mG8,"Jl. Arjuna No.45, Husen Sastranegara, Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",Cicendo
316.json,-6.9139087,107.63341,El5KbC4gSmVuZHJhbCBBaG1hZCBZYW5pIE5vLjI3NywgQ2loYXBpdCwgQmF0dW51bmdnYWwsIEtvdGEgQmFuZHVuZywgSmF3YSBCYXJhdCA0MDExNCwgSW5kb25lc2lh,"Jl. Jendral Ahmad Yani No.277, Cihapit, Batununggal, Kota Bandung, Jawa Barat 40114, Indonesia",Batununggal
320.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
321.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
322.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
323.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
324.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
325.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
326.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
327.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
328.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
